path	symbol	services	disposition	final_state
app/services/finance/tax/tax_posting_adapter.py	TAXPostingAdapter.post_tax_transaction	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/finance/tax/tax_posting_adapter.py	TAXPostingResult	gl.posting_adapter	repoint_to_module	caller_repointed
app/services/fixed_assets/fa_posting_adapter.py	FAPostingAdapter.post_asset_acquisition	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/fixed_assets/fa_posting_adapter.py	FAPostingAdapter.post_asset_disposal	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/fixed_assets/fa_posting_adapter.py	FAPostingAdapter.post_depreciation_run	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/fixed_assets/fa_posting_adapter.py	FAPostingAdapter.post_revaluation	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/fixed_assets/fa_posting_adapter.py	FAPostingResult	gl.posting_adapter	repoint_to_module	caller_repointed
app/services/fixed_assets/reconciliation.py	FixedAssetGLReconciliationPackageService.create_draft_correction_journal	gl.period_guard	repoint_to_module	caller_repointed
app/services/inventory/material_request_web.py	MaterialRequestWebService.approve_request	gl.period_guard	repoint_to_module	caller_repointed
app/services/inventory/posting/adjustment.py	post_adjustment	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/inventory/posting/issue.py	post_issue	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/inventory/posting/receipt.py	post_receipt	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/inventory/posting/result.py	INVPostingResult	gl.posting_adapter	repoint_to_module	caller_repointed
app/services/inventory/return_web.py	InventoryReturnWebService.create_from_form	gl.period_guard	repoint_to_module	caller_repointed
app/services/inventory/web.py	InventoryTransactionWebService.create_adjustment_response	gl.period_guard	repoint_to_module	caller_repointed
app/services/inventory/web.py	InventoryTransactionWebService.create_transaction_response	gl.period_guard	repoint_to_module	caller_repointed
app/services/inventory/web.py	InventoryTransactionWebService.create_transfer_response	gl.period_guard	repoint_to_module	caller_repointed
app/services/people/integrations/payroll_gl_adapter.py	PayrollGLAdapter._post_payroll_run_consolidated	gl.posting_adapter	repoint_to_module	caller_repointed
app/services/people/integrations/payroll_gl_adapter.py	PayrollGLAdapter.post_salary_slip	gl.posting_adapter	repoint_to_module	caller_repointed
app/services/people/integrations/payroll_gl_adapter.py	PayrollGLAdapter.reverse_salary_slip_posting	gl.journal	repoint_to_module	caller_repointed
app/services/people/payroll/payroll_gl_adapter.py	PayrollGLAdapter.create_run_journal	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/people/payroll/payroll_gl_adapter.py	PayrollGLAdapter.create_slip_journal	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/people/payroll/payroll_gl_adapter.py	PayrollGLAdapter.post_payroll_entry	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/people/payroll/payroll_gl_adapter.py	PayrollGLAdapter.post_salary_slip	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/services/people/payroll/payroll_gl_adapter.py	PayrollGLAdapter.reverse_salary_slip_posting	gl.reversal	repoint_to_module	caller_repointed
app/services/people/payroll/payroll_gl_adapter.py	PayrollPostingResult	gl.posting_adapter	repoint_to_module	caller_repointed
app/tasks/data_health.py	fix_unbalanced_posted_journals	gl.reversal	repoint_to_module	caller_repointed
app/tasks/finance.py	_build_list_export_response	gl.bulk_posting	repoint_to_module	caller_repointed
app/tasks/finance.py	rebuild_account_balances	gl.balances	keep_local	retained_erp_caller
app/tasks/finance.py	refresh_stale_balances	gl.balances	keep_local	retained_erp_caller
app/tasks/gl_posting.py	post_approved_journal_backlog	gl.posting_backlog	repoint_to_module	caller_repointed
app/tasks/gl_posting.py	post_stranded_source_journals	gl.stranded_fee_posting	repoint_to_module	caller_repointed
app/tasks/outbox_relay.py	handle_ledger_posting_completed	gl.balances	keep_local	retained_erp_caller
app/tools/fix_unmatched_2025_paystack_opex_acc_pay_lines.py	_ensure_extra_reimbursement_journal	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/tools/reclass_expense_wht_balance.py	main	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
app/web/finance/gl.py	suggest_account_code	gl.coa	repoint_to_module	caller_repointed
scripts/close_fiscal_periods.py	main	gl.period_close	repoint_to_module	caller_repointed
scripts/fix_duplicate_ar_journals.py	run	gl.reversal	repoint_to_module	caller_repointed
scripts/import_tb_audit.py	post_journal	gl.poster	repoint_to_module	caller_repointed
scripts/migration/2026-04-30_backfill_deferred_vat.py	_backfill_ap_invoices	gl.journal	repoint_to_module	caller_repointed
scripts/migration/2026-04-30_backfill_deferred_vat.py	_backfill_ar_invoices	gl.journal	repoint_to_module	caller_repointed
scripts/migration/2026-04-30_backfill_deferred_vat.py	_post_reclass_journal	gl.journal|gl.posting_adapter	repoint_to_module	caller_repointed
scripts/post_approved_journals.py	main	gl.posting_backlog	repoint_to_module	caller_repointed
scripts/post_stranded_bank_fees.py	main	gl.stranded_fee_posting	repoint_to_module	caller_repointed
scripts/seed_demo_banking.py	main	gl.journal	repoint_to_module	caller_repointed
scripts/seed_demo_transactions.py	main	gl.calendar	repoint_to_module	caller_repointed
scripts/seed_e2e_data.py	ensure_fiscal_year	gl.calendar	repoint_to_module	caller_repointed
