source_sheet,source_row,asset_number,asset_name,description,category_name,location_name,department,serial_number,model,manufacturer,quantity,condition_note,migration_date,acquisition_date,in_service_date,acquisition_cost,accumulated_depreciation,net_book_value,depreciation_method,useful_life_months,remaining_life_months,residual_value,currency_code,status,assumption_flag,assumption_note
SUMMARY REPORT SHEET,409,OPEN-FA-2024-0121,Solar Panel,Solar Panel,Power Equipment,Lugbe Bts,,,,Solar Panel 300watt,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,417,OPEN-FA-2024-0122,Growatt Inverter,Growatt Inverter,Power Equipment,Lugbe Bts,,,SPF 3000TLHVM-24/ S/N;AXEFBHN056,Growatt Inverter 3kva- 24V,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,418,OPEN-FA-2024-0123,Petrol Generator,Petrol Generator,Power Equipment,Lugbe Bts,,,,Haier thermocool 6.25 Kva,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,419,OPEN-FA-2024-0124,Green Capital Tubular Battery,Green Capital Tubular Battery,Power Equipment,Lugbe Bts,,,,Green Capital Tubular Battery,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,423,OPEN-FA-2024-0125,Standing Fan,Standing Fan,Other Fixed Asset,Lugbe Bts,,,,Binaton,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,425,OPEN-FA-2024-0126,Full Length of installation pipe,Full Length of installation pipe,Other Fixed Asset,Lugbe Bts,,,,Installation pipe,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,426,OPEN-FA-2024-0127,Half Length of Installation pipe,Half Length of Installation pipe,Other Fixed Asset,Lugbe Bts,,,,Installation pipe,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,427,OPEN-FA-2024-0128,Air Conditioner,Air Conditioner,Other Fixed Asset,Lugbe Bts,,,,LG,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,428,OPEN-FA-2024-0129,Chairs,Chairs,Furniture & Fittings,Lugbe Bts,,,,Chairs,3,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,429,OPEN-FA-2024-0130,Tables,Tables,Furniture & Fittings,Lugbe Bts,,,,Tables,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,430,OPEN-FA-2024-0131,Computer System,Computer System,ICT Equipment,Lugbe Bts,,,S/n;8CC9491MD4/ Md/no;20-c412nh,HP All in one,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,431,OPEN-FA-2024-0132,Key Board,Key Board,Other Fixed Asset,Lugbe Bts,,,P/N;904367-L31,HP,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,432,OPEN-FA-2024-0133,Mouse,Mouse,ICT Equipment,Lugbe Bts,,,,HP,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,433,OPEN-FA-2024-0134,Extension box,Extension box,Other Fixed Asset,Lugbe Bts,,,,Extension box,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,434,OPEN-FA-2024-0135,Drilling Machine,Drilling Machine,Technical Tools,Lugbe Bts,,,,Drilling Machine,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,435,OPEN-FA-2024-0136,PDU Extension,PDU Extension,Other Fixed Asset,Lugbe Bts,,,,PDU Extension,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,436,OPEN-FA-2024-0137,Murping Bucket,Murping Bucket,Other Fixed Asset,Lugbe Bts,,,,Murping Bucket,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,437,OPEN-FA-2024-0138,Bathing Bucket,Bathing Bucket,Other Fixed Asset,Lugbe Bts,,,,Bathing Bucket,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,438,OPEN-FA-2024-0139,Air fiber,Air fiber,Other Fixed Asset,airport bts,,,,Air fiber,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,439,OPEN-FA-2024-0140,Lite AP,Lite AP,Other Fixed Asset,airport bts,,,,Lite AP,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,440,OPEN-FA-2024-0141,Gen2 AP,Gen2 AP,Other Fixed Asset,airport bts,,,,Gen2 AP,3,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,441,OPEN-FA-2024-0142,Surge protector,Surge protector,Other Fixed Asset,airport bts,,,,Surge protector,4,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,442,OPEN-FA-2024-0143,cloud Router Switch,cloud Router Switch,ICT Equipment,airport bts,,,(CRS328-24P-4S+RM),Mikritik,5,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,443,OPEN-FA-2024-0144,Green Capital Tubular Battery,Green Capital Tubular Battery,Power Equipment,airport bts,,,,Green Capital Tubular Battery,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,447,OPEN-FA-2024-0145,Growatt Inverter,Growatt Inverter,Power Equipment,airport bts,,,S/N ;AXEFBHN089/SPF3000TLHVM-24,Growatt 3kva,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,448,OPEN-FA-2024-0146,Mppt Charge Controller,Mppt Charge Controller,Power Equipment,airport bts,,,S/N;22031200001,Mppt Charge Controller 60A,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,449,OPEN-FA-2024-0147,Solar panel,Solar panel,Power Equipment,airport bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,457,OPEN-FA-2024-0148,9U Rack,9U Rack,Other Fixed Asset,airport bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,458,OPEN-FA-2024-0149,4way Battery Rack,4way Battery Rack,Power Equipment,airport bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,459,OPEN-FA-2024-0150,Mast,Mast,Other Fixed Asset,airport bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,460,OPEN-FA-2024-0151,Aviation Light,Aviation Light,Other Fixed Asset,airport bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,461,OPEN-FA-2024-0152,Petrol Generator,Petrol Generator,Power Equipment,airport bts,,,,Haier thermocool 3.75 Kva,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,462,OPEN-FA-2024-0153,1/32 splitter,1/32 splitter,Other Fixed Asset,Gudu bts,,,,1/32 splitter,4,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,463,OPEN-FA-2024-0154,1/16 splitter,1/16 splitter,Other Fixed Asset,Gudu bts,,,,1/16 splitter,5,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,464,OPEN-FA-2024-0155,Huawei SmartAX MA5608T,Huawei SmartAX MA5608T,Other Fixed Asset,Gudu bts,,,,Huawei,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,465,OPEN-FA-2024-0156,Ubiquiti Ufiber GPON,Ubiquiti Ufiber GPON,Other Fixed Asset,Gudu bts,,,,Ubiquiti Ufiber GPON,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,466,OPEN-FA-2024-0157,Patch panel,Patch panel,ICT Equipment,Gudu bts,,,,Patch panel,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,467,OPEN-FA-2024-0158,Mikrotik cloud core router,Mikrotik cloud core router,ICT Equipment,Gudu bts,,,,Mikrotik cloud core router,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,468,OPEN-FA-2024-0159,Spoild OTDR,Spoild OTDR,Other Fixed Asset,Gudu bts,,,,Spoild OTDR,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,469,OPEN-FA-2024-0160,ONU,ONU,Other Fixed Asset,Gudu bts,,,,ONU,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,470,OPEN-FA-2024-0161,CloudRouter Switch Mikrotik,CloudRouter Switch Mikrotik,ICT Equipment,Gudu bts,,,,Mikrotik,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,471,OPEN-FA-2024-0162,9U Rack,9U Rack,Other Fixed Asset,Gudu bts,,,,9U Rack,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,472,OPEN-FA-2024-0163,Huawei Router,Huawei Router,ICT Equipment,Gudu bts,,,,Huawei,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,473,OPEN-FA-2024-0164,Active Lite Beam Gen2,Active Lite Beam Gen2,Other Fixed Asset,Gudu bts,,,,Active Lite Beam Gen2,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,474,OPEN-FA-2024-0165,Non Active Lite Beam Gen2,Non Active Lite Beam Gen2,Other Fixed Asset,Gudu bts,,,,Non Active Lite Beam Gen2,4,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,475,OPEN-FA-2024-0166,Active Lite AP,Active Lite AP,Other Fixed Asset,Gudu bts,,,,Active Lite AP,4,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,476,OPEN-FA-2024-0167,Airfiber,Airfiber,Other Fixed Asset,Gudu bts,,,,Airfiber,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,477,OPEN-FA-2024-0168,POE Adaoter,POE Adaoter,Other Fixed Asset,Gudu bts,,,,POE Adaoter,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,478,OPEN-FA-2024-0169,Active OTDR,Active OTDR,Other Fixed Asset,Gudu bts,,,,Active OTDR,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,479,OPEN-FA-2024-0170,Active Cliver,Active Cliver,Other Fixed Asset,Gudu bts,,,,Active Cliver,3,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,480,OPEN-FA-2024-0171,Non Active Cliver,Non Active Cliver,Other Fixed Asset,Gudu bts,,,,Non Active Cliver,2,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,481,OPEN-FA-2024-0172,Bad Retrieved Fiber Cable,Bad Retrieved Fiber Cable,Other Fixed Asset,Gudu bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,482,OPEN-FA-2024-0173,Bad Retrieved Cat 6 Cable,Bad Retrieved Cat 6 Cable,Other Fixed Asset,Gudu bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,483,OPEN-FA-2024-0174,Closure,Closure,Other Fixed Asset,Gudu bts,,,,,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,484,OPEN-FA-2024-0175,Water Save Bucket,Water Save Bucket,Other Fixed Asset,Gudu bts,,,,Water Save Bucket,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,485,OPEN-FA-2024-0176,Muping  Bucket,Muping  Bucket,Other Fixed Asset,Gudu bts,,,,Muping  Bucket,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,486,OPEN-FA-2024-0177,Water Dispenser Bottle,Water Dispenser Bottle,Other Fixed Asset,Gudu bts,,,,Water Dispenser Bottle,5,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,487,OPEN-FA-2024-0178,Tall Tubular Battery,Tall Tubular Battery,Power Equipment,Gudu bts,,,,Multi-Power Tull tubular Battery,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,496,OPEN-FA-2024-0179,Solar Panel,Solar Panel,Power Equipment,Gudu bts,,,,280Watt,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,504,OPEN-FA-2024-0180,petrol Generator,petrol Generator,Power Equipment,Gudu bts,,,,Haier thermocool 6.25 Kva,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,505,OPEN-FA-2024-0181,4WAY Rack,4WAY Rack,Other Fixed Asset,Gudu bts,,,,-,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,507,OPEN-FA-2024-0182,Solar Charge Controller,Solar Charge Controller,Power Equipment,Gudu bts,,,SCCM5043,Felicity 60AMP,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,508,OPEN-FA-2024-0183,Inverter,Inverter,Power Equipment,Gudu bts,,,18JD43B1001164,Luminous 3kva,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,509,OPEN-FA-2024-0184,Cluster Table,Cluster Table,Furniture & Fittings,Gudu bts,,,-,4way,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,510,OPEN-FA-2024-0185,Extension,Extension,Other Fixed Asset,Gudu bts,,,-,PDU,1,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,512,OPEN-FA-2024-0186,Tall Standing Curburt,Tall Standing Curburt,Other Fixed Asset,Gudu bts,,,-,-,-,"Good, In Use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,513,Dotmac/OE/SF001,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Basement,NE2202019,VS 1657,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,514,Dotmac/OE/SF002,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Basement,,FS- 66x,OX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,515,Dotmac/OE/SF003,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Store,NE2202019,VS 1657,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,516,Dotmac/OE/SF004,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Reception,,VS 1656,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,517,Dotmac/OE/SF005,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,"Open Office, 1st Floor.",NE2109034N,VS-1657,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,518,Dotmac/OE/SF006,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,"Open Office, 1st Floor.",HE2024MAR,SF-1618,OX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,519,Dotmac/OE/SF007,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,"Open Office, 1st Floor.",HE2024FEB,SF-1618,OX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,520,Dotmac/OE/SF008,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,"Open Office, 1st Floor.",12020,VS-1657,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,521,Dotmac/OE/SF009,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,"Open Office, 1st Floor.",102019,VS-1656,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,522,Dotmac/OE/SF010,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,"Open Office, 1st Floor.",112021,VS-1656,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,523,Dotmac/OE/SF011,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,N.O.C Office.,,VS-1656,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,524,Dotmac/OE/SF012,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,N.O.C Office.,92019,VS-1656,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,525,Dotmac/OE/SF013,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Engineering Office.,,FS 56X,OX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,526,Dotmac/OE/SF014,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Engineering Office.,,SF-1618,OX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,527,Dotmac/OE/SF015,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Call Centre,HE2024MAR,SF-1618,OX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,528,Dotmac/OE/SF016,Standing Fan.,Standing Fan.,Other Fixed Asset,Head Office.,Call Centre,12020,VS-1656,Binatone,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
