source_sheet,source_row,asset_number,asset_name,description,category_name,location_name,department,serial_number,model,manufacturer,quantity,condition_note,migration_date,acquisition_date,in_service_date,acquisition_cost,accumulated_depreciation,net_book_value,depreciation_method,useful_life_months,remaining_life_months,residual_value,currency_code,status,assumption_flag,assumption_note
SUMMARY REPORT SHEET,158,Dotmac/OE/Ms024,Mouse,Mouse,ICT Equipment,Head Office.,Engineering Office,FGAADOAHDG5822,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,159,Dotmac/OE/Ms025,Mouse,Mouse,ICT Equipment,Head Office.,Engineering Office,8SSM60L24506AVLC16KO8YY,Lenovo P/N 00PH133,Lenovo,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,160,Dotmac/OE/Ms026,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FKTFROAUUGSOME,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,161,Dotmac/OE/Ms027,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FCMHHOCJPBX3FK,ASSY P/N  672662 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,162,Dotmac/OE/Ms028,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FKTFROAUUGSOPI,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,163,Dotmac/OE/Ms029,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FGMCPOAHOB2EAI,,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,164,Dotmac/OE/Ms030,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FKTFROAUUGS001,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,165,Dotmac/OE/Ms031,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FGAADOAHDG6681,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,166,Dotmac/OE/Ms032,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,8SSM60L24606AVLCIABOBPC,Lenovo P/N 00PH133,Lenovo,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,167,Dotmac/OE/Ms033,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FKTFROAUUGSOOC,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,168,Dotmac/OE/Ms034,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FGAADOAHDG8579,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,169,Dotmac/OE/Ms035,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FGAADOAHDG8544,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,170,Dotmac/OE/Ms036,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FKTFROAUUGSOPF,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,171,Dotmac/OE/Ms037,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FKTFROAUUGSOM9,ASSY P/N  M27584 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,172,Dotmac/OE/Ms038,Mouse,Mouse,ICT Equipment,Head Office.,Call Centre,FKTFROAUUGSOOT,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,173,Dotmac/OE/Ms039,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FGAADOAHDG659B,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,174,Dotmac/OE/Ms040,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FGAADOA9WCW,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,175,Dotmac/OE/Ms041,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FGAADOAHDG8595,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,176,Dotmac/OE/Ms042,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FCMHHDCJPBX3LL,ASSY P/N 672652 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,177,Dotmac/OE/Ms043,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",8SSM60L24606AVLC16PO3E6,Lenovo P/N 00PH133,Lenovo,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,178,Dotmac/OE/Ms044,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FKTFROAUUGSOPE,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,179,Dotmac/OE/Ms045,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FGAADOA9WCWIN,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,180,Dotmac/OE/Ms046,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",TKTFROAUUGS00G,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,181,Dotmac/OE/Ms047,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FGAADOA9WCWE3A,ASSY P/N  M27537 -001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,182,Dotmac/OE/Ms048,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,183,Dotmac/OE/Ms049,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",FGAADOAHDG,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,184,Dotmac/OE/Ms050,Mouse,Mouse,ICT Equipment,Head Office.,"Open Office, 2nd Floor",,ASSY P/N 904368 - 001,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,185,Dotmac/OE/Ms051,Mouse,Mouse,ICT Equipment,Jabi BTS,,,,,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,186,Dotmac/OE/Ms052,Mouse,Mouse,ICT Equipment,Gwarimpa BTS,,,,,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,187,Dotmac/OE/Ms053,Mouse,Mouse,ICT Equipment,Gwarimpa BTS,,,,,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,188,Dotmac/OE/Ms054,Mouse,Mouse,ICT Equipment,Gwarimpa BTS,,,,,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided
SUMMARY REPORT SHEET,189,OPEN-FA-2024-0003,Mouse,Mouse,ICT Equipment,Gudu BTS,Projects,,PN/;928926-001/PTC-P001M,HP,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,191,OPEN-FA-2024-0004,Luminous Inverter,Luminous Inverter,Power Equipment,Head Office.,Server Room,18JD4381001164,4KVA 48V Inverter,Luminous,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,192,OPEN-FA-2024-0005,Luminous Inverter,Luminous Inverter,Power Equipment,Head Office.,Server Room,241971B1015027,"3,5KVA, 48V CRUZ Inverter.",Luminous,1,Good.,2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,193,OPEN-FA-2024-0006,Gpower Inverter,Gpower Inverter,Power Equipment,Head Office.,Basement,403JGTn01D01,HT33040 40KVA 240V Inverter,Gpower,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,194,OPEN-FA-2024-0007,Charge Contoller,Charge Contoller,Other Fixed Asset,Head Office.,Basement,"202210290022,",60A 250Vdc MPPT,MAX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,195,OPEN-FA-2024-0008,Charge Contoller,Charge Contoller,Other Fixed Asset,Head Office.,Basement,"202207130007,",60A 250Vdc MPPT,MAX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,196,OPEN-FA-2024-0009,Charge Contoller,Charge Contoller,Other Fixed Asset,Head Office.,Basement,"202210290007,",60A 250Vdc MPPT,MAX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,197,OPEN-FA-2024-0010,Charge Contoller,Charge Contoller,Other Fixed Asset,Head Office.,Basement,"202210290008,",60A 250Vdc MPPT,MAX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,198,OPEN-FA-2024-0011,Charge Contoller,Charge Contoller,Other Fixed Asset,Head Office.,Basement,"202210290006,",60A 250Vdc MPPT,MAX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,199,OPEN-FA-2024-0012,Inverter Battery,Inverter Battery,Power Equipment,Head Office.,Server Room,,"12V, 220Ah Tubular Battery",Green Kapital,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,247,OPEN-FA-2024-0013,Solar Panels,Solar Panels,Power Equipment,Head Office.,Rooftop,,"350W, 37V solar Panel",Cworth Energy,40,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,248,OPEN-FA-2024-0014,Inverter,Inverter,Power Equipment,Jabi BTS,,,XX2 3.5KVA/24V series,X2 Series,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,249,OPEN-FA-2024-0015,Charge Controller,Charge Controller,Power Equipment,Jabi BTS,,,SCCM6048,Felicity,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,250,OPEN-FA-2024-0016,Inverter Battery,Inverter Battery,Power Equipment,Jabi BTS,,,12V 220Ah Tubular Battery,,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,256,OPEN-FA-2024-0017,Solar Panels,Solar Panels,Power Equipment,Jabi BTS,,,"300W, 33V Solar Panel",,8,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,257,OPEN-FA-2024-0018,Inverter,Inverter,Power Equipment,Gwarimpa BTS,,91072128817,N100-048INDEX035,INDEX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,258,OPEN-FA-2024-0019,Charge Controller,Charge Controller,Power Equipment,Gwarimpa BTS,,220312000001,MK- 460,KARTEL,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,259,OPEN-FA-2024-0020,Inverter Battery,Inverter Battery,Power Equipment,Gwarimpa BTS,,,"12V, 220Ah Tubular Battery",Eastman,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,267,OPEN-FA-2024-0021,Solar Panels,Solar Panels,Power Equipment,Gwarimpa BTS,,,"300W, 33V Solar Panels",,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,268,OPEN-FA-2024-0022,Inverter,Inverter,Power Equipment,Idu BTS,,,index 1.5KVA inverter,INDEX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,269,OPEN-FA-2024-0023,Charge Controller,Charge Controller,Power Equipment,Idu BTS,,,MK 460,Kartel,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,270,OPEN-FA-2024-0024,Inverter Battery,Inverter Battery,Power Equipment,Idu BTS,,,"12V, 230Ah, Tubular Battery",Green Kapital,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,274,OPEN-FA-2024-0025,Solar Panels,Solar Panels,Power Equipment,Idu BTS,,,300W 33Vdc Solar Panels,,8,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,275,OPEN-FA-2024-0026,Inverter,Inverter,Power Equipment,karasana BTS,,,index 1.5KVA inverter,INDEX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,276,OPEN-FA-2024-0027,Charge Controller,Charge Controller,Power Equipment,karasana BTS,,,,Gpower,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,277,OPEN-FA-2024-0028,Inverter Battery,Inverter Battery,Power Equipment,karasana BTS,,,"12V, 230Ah, Tubular Battery",Green Kapital,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,281,OPEN-FA-2024-0029,Solar Panels,Solar Panels,Power Equipment,karasana BTS,,,300W 33Vdc Solar Panels,Panels,8,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,282,OPEN-FA-2024-0030,Inverter,Inverter,Power Equipment,Kubwa BTS,,,1600V/24V  invereter,Ride Plus,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,283,OPEN-FA-2024-0031,Charge Controller,Charge Controller,Power Equipment,Kubwa BTS,,5.01060048241107e+16,SCCM6046-II,Felicity,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,284,OPEN-FA-2024-0032,Inverter Battery,Inverter Battery,Power Equipment,Kubwa BTS,,,"12V, 220Ah Tubular Battery",Multipower,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,288,OPEN-FA-2024-0033,Solar Panels,Solar Panels,Power Equipment,Kubwa BTS,,,"300W, 33Vdc Solar Panels",,8,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,289,OPEN-FA-2024-0034,Inverter,Inverter,Power Equipment,B.O.I BTS,,,,Felicity,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,290,OPEN-FA-2024-0035,Charge Controller,Charge Controller,Power Equipment,B.O.I BTS,,,,Gpower,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,291,OPEN-FA-2024-0036,Inverter Battery,Inverter Battery,Power Equipment,B.O.I BTS,,,"12V, 220Ah Tubular Battery",,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,295,OPEN-FA-2024-0037,Solar Panels,Solar Panels,Power Equipment,B.O.I BTS,,,"300W, 33Vdc Solar Panels",,6,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,296,OPEN-FA-2024-0038,Inverter,Inverter,Power Equipment,Maitama BTS,,,index 1.5KVA inverter,INDEX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,297,OPEN-FA-2024-0039,Charge Controller,Charge Controller,Power Equipment,Maitama BTS,,,,Gpower,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,298,OPEN-FA-2024-0040,Inverter Battery,Inverter Battery,Power Equipment,Maitama BTS,,,"12V, 230Ah, Tubular Battery",Genus,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,302,OPEN-FA-2024-0041,Solar Panels,Solar Panels,Power Equipment,Maitama BTS,,,300W 33Vdc Solar Panels,,6,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,303,OPEN-FA-2024-0042,Inverter,Inverter,Power Equipment,Armed Forces BTS,,,index 1.5KVA inverter,INDEX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,304,OPEN-FA-2024-0043,Inverter Battery,Inverter Battery,Power Equipment,Armed Forces BTS,,,"12V, 220Ah, Tubular Battery",,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,308,OPEN-FA-2024-0044,Inverter,Inverter,Power Equipment,SPDC BTS,,,index 1.5KVA inverter,INDEX,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,309,OPEN-FA-2024-0045,Inverter Battery,Inverter Battery,Power Equipment,SPDC BTS,,,"12V, 220Ah, Tubular Battery",Lithon,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,313,OPEN-FA-2024-0046,Inverter,Inverter,Power Equipment,Karu BTS,,,"3KVA 24V, Hybrid Invereter",Growatt,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,314,OPEN-FA-2024-0047,Inverter Battery,Inverter Battery,Power Equipment,Karu BTS,,,"12V, 220Ah, Tubular Battery",Multipower,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,318,OPEN-FA-2024-0048,Solar Panels,Solar Panels,Power Equipment,Karu BTS,,,300W 33Vdc Solar  Panels,,8,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,319,OPEN-FA-2024-0049,Garki Core Router.,Garki Core Router.,ICT Equipment,Head Office.,Server Room,,,Mikrotik,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,320,OPEN-FA-2024-0050,Fastnet Router,Fastnet Router,ICT Equipment,Head Office.,Server Room,,,Mikrotik,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
SUMMARY REPORT SHEET,321,OPEN-FA-2024-0051,Garki Access Router,Garki Access Router,ICT Equipment,Head Office.,Server Room,,,Mikrotik,1,"Good, in use.",2024-12-31,,,,,,STRAIGHT_LINE,,,0,NGN,ACTIVE,YES,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number
